patois,francese,italiano,audio
respété,respecter,rispettare,https://www.patoisvda.org/asset/0000066020.mp3
respirà (respiré),respiré (respirer),respirato (respirare),https://www.patoisvda.org/asset/0000066025.mp3
respiré,respirer,respirare,https://www.patoisvda.org/asset/0000066023.mp3
resta,monnaie,resto,https://www.patoisvda.org/asset/0000057486.mp3
restà (resté),habité (habiter),abitato (abitare),https://www.patoisvda.org/asset/0000065724.mp3
restà (resté),resté (rester),restato (restare),https://www.patoisvda.org/asset/0000066033.mp3
restàn,restant,resto,https://www.patoisvda.org/asset/0000057484.mp3
resté,habiter,abitare,https://www.patoisvda.org/asset/0000065722.mp3
resté,rester,restare,https://www.patoisvda.org/asset/0000066031.mp3
restoràn,restaurant,ristorante,https://www.patoisvda.org/asset/0000057482.mp3
resù (resèivre),reçu (recevoir),ricevuto (ricevere),https://www.patoisvda.org/asset/0000065967.mp3
retar,retard,ritardo,https://www.patoisvda.org/asset/0000057492.mp3
retsarà (retsaré),rangé (ranger),riposto (riporre),https://www.patoisvda.org/asset/0000065955.mp3
retsaré,ranger,riporre,https://www.patoisvda.org/asset/0000065953.mp3
retsertse,recherche,ricerca,https://www.patoisvda.org/asset/0000057382.mp3
reugga,rayure,riga,https://www.patoisvda.org/asset/0000057374.mp3
reugga,raie,riga,https://www.patoisvda.org/asset/0000057354.mp3
reuille,restes,avanzi,https://www.patoisvda.org/asset/0000057488.mp3
reusca,risque,rischio,https://www.patoisvda.org/asset/0000057509.mp3
reusseun,sciure,segatura,https://www.patoisvda.org/asset/0000057589.mp3
réussì,réussir,riuscire,https://www.patoisvda.org/asset/0000066034.mp3
réussì (réussì),réussi (réussir),riuscito (riuscire),https://www.patoisvda.org/asset/0000066036.mp3
reutse,crèche,presepe,https://www.patoisvda.org/asset/0000054819.mp3
reutso,riche,ricco,https://www.patoisvda.org/asset/0000058298.mp3
revèille,réveil,sveglia,https://www.patoisvda.org/asset/0000057498.mp3
rezeun,raisin,uva,https://www.patoisvda.org/asset/0000057357.mp3
rezultà,résultat,risultato,https://www.patoisvda.org/asset/0000057490.mp3
ridó,rideau,tenda,https://www.patoisvda.org/asset/0000057507.mp3
riemèinà,petit-fils,nipote,https://www.patoisvda.org/asset/0000056962.mp3
riet (rire),ri (rire),riso (ridere),https://www.patoisvda.org/asset/0000066046.mp3
sa,sel,sale,https://www.patoisvda.org/asset/0000057610.mp3
sabbla,sable,sabbia,https://www.patoisvda.org/asset/0000057535.mp3
sabó,sabot,sabot (zoccolo),https://www.patoisvda.org/asset/0000057536.mp3
sacrestì,sacristie,sacrestia,https://www.patoisvda.org/asset/0000057544.mp3
sala,salle,sala,https://www.patoisvda.org/asset/0000057554.mp3
salà,salé,salato,https://www.patoisvda.org/asset/0000058577.mp3
salà (salé),salé (saler),salato (salare),https://www.patoisvda.org/asset/0000066056.mp3
salada,salade,insalata,https://www.patoisvda.org/asset/0000057550.mp3
salé,saler,salare,https://www.patoisvda.org/asset/0000066054.mp3
saletà,ordures,spazzatura,https://www.patoisvda.org/asset/0000056698.mp3
salù,salut,saluto,https://www.patoisvda.org/asset/0000057556.mp3
saluyà (saluyé),salué (saluer),salutato (salutare),https://www.patoisvda.org/asset/0000066062.mp3
saluyé,saluer,salutare,https://www.patoisvda.org/asset/0000066060.mp3
salvà (salvé),sauvé (sauver),salvato (salvare),https://www.patoisvda.org/asset/0000066068.mp3
salvé,sauver,salvare,https://www.patoisvda.org/asset/0000066066.mp3
san,sain,sano,https://www.patoisvda.org/asset/0000058271.mp3
san,sang,sangue,https://www.patoisvda.org/asset/0000057560.mp3
sanllot,hoquet,singhiozzo,https://www.patoisvda.org/asset/0000055786.mp3
sanse,sens,senso,https://www.patoisvda.org/asset/0000057620.mp3
santé,santé,salute,https://www.patoisvda.org/asset/0000057562.mp3
santimétre,centimètre,centimetro,https://www.patoisvda.org/asset/0000054288.mp3
santre,centre ville,centro città,https://www.patoisvda.org/asset/0000054321.mp3
saouseusse,saucisse,salsiccia,https://www.patoisvda.org/asset/0000057570.mp3
saouseussón,saucisson,salame,https://www.patoisvda.org/asset/0000057572.mp3
saoutà (saouté),sauté (sauter),saltato (saltare),https://www.patoisvda.org/asset/0000090387.mp3
saouté,sauter,saltare,https://www.patoisvda.org/asset/0000066063.mp3
sappa,pioche,zappa,https://www.patoisvda.org/asset/0000056995.mp3
saque,sac (de jute),sacco (di iuta),https://www.patoisvda.org/asset/0000057542.mp3
saque,sac à dos,zaino,https://www.patoisvda.org/asset/0000090288.mp3
saraille,serrure,serratura,https://www.patoisvda.org/asset/0000057633.mp3
sarva,sauge,salvia,https://www.patoisvda.org/asset/0000090340.mp3
sarvietta,serviette,asciugamano,https://www.patoisvda.org/asset/0000057639.mp3
sarvietta,serviette,tovagliolo,https://www.patoisvda.org/asset/0000057641.mp3
sate,saut,salto,https://www.patoisvda.org/asset/0000057577.mp3
savèi,savoir,sapere,https://www.patoisvda.org/asset/0000066069.mp3
savón,savon,sapone,https://www.patoisvda.org/asset/0000057583.mp3
scouadra,équipe,squadra,https://www.patoisvda.org/asset/0000055469.mp3
se levé,se lever,alzarsi,https://www.patoisvda.org/asset/0000065755.mp3
se plendre,se plaindre,lamentarsi,https://www.patoisvda.org/asset/0000066072.mp3
se rappelé,se rappeler,ricordarsi,https://www.patoisvda.org/asset/0000065956.mp3
seconda,seconde,secondo,https://www.patoisvda.org/asset/0000057597.mp3
secotse,poche,tasca,https://www.patoisvda.org/asset/0000090275.mp3
secour,secours,soccorso,https://www.patoisvda.org/asset/0000057599.mp3
secrà (secré),sucré (sucrer),zuccherato (zuccherare),https://www.patoisvda.org/asset/0000066107.mp3
secré,sucrer,zuccherare,https://www.patoisvda.org/asset/0000066105.mp3
secret,secret,segreto,https://www.patoisvda.org/asset/0000057601.mp3
secrétéro,secrétaire,segretario,https://www.patoisvda.org/asset/0000057603.mp3
sedzeleun,seau,secchio,https://www.patoisvda.org/asset/0000057593.mp3
ségnà (ségné),signé (signer),firmato (firmare),https://www.patoisvda.org/asset/0000066092.mp3
ségné,signer,firmare,https://www.patoisvda.org/asset/0000066090.mp3
sa,sel,sale,https://www.patoisvda.org/asset/0000057610.mp3
sabbla,sable,sabbia,https://www.patoisvda.org/asset/0000057535.mp3
sabó,sabot,sabot (zoccolo),https://www.patoisvda.org/asset/0000057536.mp3
sacrestì,sacristie,sacrestia,https://www.patoisvda.org/asset/0000057544.mp3
sala,salle,sala,https://www.patoisvda.org/asset/0000057554.mp3
salà,salé,salato,https://www.patoisvda.org/asset/0000058577.mp3
salà (salé),salé (saler),salato (salare),https://www.patoisvda.org/asset/0000066056.mp3
salada,salade,insalata,https://www.patoisvda.org/asset/0000057550.mp3
salé,saler,salare,https://www.patoisvda.org/asset/0000066054.mp3
saletà,ordures,spazzatura,https://www.patoisvda.org/asset/0000056698.mp3
salù,salut,saluto,https://www.patoisvda.org/asset/0000057556.mp3
saluyà (saluyé),salué (saluer),salutato (salutare),https://www.patoisvda.org/asset/0000066062.mp3
saluyé,saluer,salutare,https://www.patoisvda.org/asset/0000066060.mp3
salvà (salvé),sauvé (sauver),salvato (salvare),https://www.patoisvda.org/asset/0000066068.mp3
salvé,sauver,salvare,https://www.patoisvda.org/asset/0000066066.mp3
san,sain,sano,https://www.patoisvda.org/asset/0000058271.mp3
san,sang,sangue,https://www.patoisvda.org/asset/0000057560.mp3
sanllot,hoquet,singhiozzo,https://www.patoisvda.org/asset/0000055786.mp3
sanse,sens,senso,https://www.patoisvda.org/asset/0000057620.mp3
santé,santé,salute,https://www.patoisvda.org/asset/0000057562.mp3
santimétre,centimètre,centimetro,https://www.patoisvda.org/asset/0000054288.mp3
santre,centre ville,centro città,https://www.patoisvda.org/asset/0000054321.mp3
saouseusse,saucisse,salsiccia,https://www.patoisvda.org/asset/0000057570.mp3
saouseussón,saucisson,salame,https://www.patoisvda.org/asset/0000057572.mp3
saoutà (saouté),sauté (sauter),saltato (saltare),https://www.patoisvda.org/asset/0000090387.mp3
saouté,sauter,saltare,https://www.patoisvda.org/asset/0000066063.mp3
sappa,pioche,zappa,https://www.patoisvda.org/asset/0000056995.mp3
saque,sac (de jute),sacco (di iuta),https://www.patoisvda.org/asset/0000057542.mp3
saque,sac à dos,zaino,https://www.patoisvda.org/asset/0000090288.mp3
saraille,serrure,serratura,https://www.patoisvda.org/asset/0000057633.mp3
sarva,sauge,salvia,https://www.patoisvda.org/asset/0000090340.mp3
sarvietta,serviette,asciugamano,https://www.patoisvda.org/asset/0000057639.mp3
sarvietta,serviette,tovagliolo,https://www.patoisvda.org/asset/0000057641.mp3
sate,saut,salto,https://www.patoisvda.org/asset/0000057577.mp3
savèi,savoir,sapere,https://www.patoisvda.org/asset/0000066069.mp3
savón,savon,sapone,https://www.patoisvda.org/asset/0000057583.mp3
scouadra,équipe,squadra,https://www.patoisvda.org/asset/0000055469.mp3
se levé,se lever,alzarsi,https://www.patoisvda.org/asset/0000065755.mp3
se plendre,se plaindre,lamentarsi,https://www.patoisvda.org/asset/0000066072.mp3
se rappelé,se rappeler,ricordarsi,https://www.patoisvda.org/asset/0000065956.mp3
seconda,seconde,secondo,https://www.patoisvda.org/asset/0000057597.mp3
secotse,poche,tasca,https://www.patoisvda.org/asset/0000090275.mp3
secour,secours,soccorso,https://www.patoisvda.org/asset/0000057599.mp3
secrà (secré),sucré (sucrer),zuccherato (zuccherare),https://www.patoisvda.org/asset/0000066107.mp3
secré,sucrer,zuccherare,https://www.patoisvda.org/asset/0000066105.mp3
secret,secret,segreto,https://www.patoisvda.org/asset/0000057601.mp3
secrétéro,secrétaire,segretario,https://www.patoisvda.org/asset/0000057603.mp3
sedzeleun,seau,secchio,https://www.patoisvda.org/asset/0000057593.mp3
ségnà (ségné),signé (signer),firmato (firmare),https://www.patoisvda.org/asset/0000066092.mp3
ségné,signer,firmare,https://www.patoisvda.org/asset/0000066090.mp3
sèi,soif,sete,https://www.patoisvda.org/asset/0000057669.mp3
sèila,seigle,segala,https://www.patoisvda.org/asset/0000057607.mp3
sèinà (sèiné),saigné (saigner),sanguinato (sanguinare),https://www.patoisvda.org/asset/0000066053.mp3
sèiné,saigner,sanguinare,https://www.patoisvda.org/asset/0000066051.mp3
sèizón,saison,stagione,https://www.patoisvda.org/asset/0000057548.mp3
selerì,céleri,sedano,https://www.patoisvda.org/asset/0000054284.mp3
semblà (semblé),ressemblé (ressembler),assomigliato (assomigliare),https://www.patoisvda.org/asset/0000066030.mp3
semblà (semblé),semblé (sembler),sembrato (sembrare),https://www.patoisvda.org/asset/0000066080.mp3
semblé,sembler,sembrare,https://www.patoisvda.org/asset/0000066078.mp3
semblé,ressembler,assomigliare,https://www.patoisvda.org/asset/0000066028.mp3
sembole,symbole,simbolo,https://www.patoisvda.org/asset/0000057722.mp3
semella,semelle,suola,https://www.patoisvda.org/asset/0000057614.mp3
semèn,semence,semenza,https://www.patoisvda.org/asset/0000057616.mp3
semeteurio,cimetière,cimitero,https://www.patoisvda.org/asset/0000054639.mp3
sen,sein,seno,https://www.patoisvda.org/asset/0000057608.mp3
Sen Pére,Pape,Papa,https://www.patoisvda.org/asset/0000056807.mp3
senaa,semaine,settimana,https://www.patoisvda.org/asset/0000057612.mp3
sentchì,sentier,sentiero,https://www.patoisvda.org/asset/0000090290.mp3
sentchouire,ceinture,cintura,https://www.patoisvda.org/asset/0000054278.mp3
sentemèn,sentiment,sentimento,https://www.patoisvda.org/asset/0000057622.mp3
senteucco,maire (syndic),sindaco,https://www.patoisvda.org/asset/0000055971.mp3
sentì,entendre,sentire,https://www.patoisvda.org/asset/0000065665.mp3
sentì,sentir,sentire,https://www.patoisvda.org/asset/0000066084.mp3
sentì (sentì),entendu (entendre),sentito (sentire),https://www.patoisvda.org/asset/0000065667.mp3
sentù (sentì),senti (sentir),sentito (sentire),https://www.patoisvda.org/asset/0000066086.mp3
sepaouteura,enterrement,funerale,https://www.patoisvda.org/asset/0000055437.mp3
sèque,sec,asciutto,https://www.patoisvda.org/asset/0000058420.mp3
sèque,sec,secco,https://www.patoisvda.org/asset/0000058426.mp3
séraou,sœur,sorella,https://www.patoisvda.org/asset/0000057665.mp3
sercllo,cercle,cerchio,https://www.patoisvda.org/asset/0000054323.mp3
seré,sérac,ricotta,https://www.patoisvda.org/asset/0000055644.mp3
sérèn,serein,sereno,https://www.patoisvda.org/asset/0000058278.mp3
serfe,cerf,cervo,https://www.patoisvda.org/asset/0000054337.mp3
sermón,sermon,sermone,https://www.patoisvda.org/asset/0000057627.mp3
servé,cerveau,cervello,https://www.patoisvda.org/asset/0000054345.mp3
servicho,service,servizio,https://www.patoisvda.org/asset/0000057637.mp3
sèryize,cerise,ciliegia,https://www.patoisvda.org/asset/0000054339.mp3
sesso,sexe,sesso,https://www.patoisvda.org/asset/0000057643.mp3
sétembro,septembre,settembre,https://www.patoisvda.org/asset/0000057624.mp3
sétsà (sétsé),séché (sécher),seccato (seccare),https://www.patoisvda.org/asset/0000066077.mp3
sétsé,sécher,seccare,https://www.patoisvda.org/asset/0000066075.mp3
seubblo,sifflement,fischio,https://www.patoisvda.org/asset/0000057647.mp3
seuccro,sucre,zucchero,https://www.patoisvda.org/asset/0000090300.mp3
seumplo,simple,semplice,https://www.patoisvda.org/asset/0000058469.mp3
seundre,cendre,cenere,https://www.patoisvda.org/asset/0000054286.mp3
seundzo,singe,scimmia,https://www.patoisvda.org/asset/0000057655.mp3
seuppa,potage,minestra,https://www.patoisvda.org/asset/0000057161.mp3
seuppa,soupe,minestra,https://www.patoisvda.org/asset/0000057705.mp3
seurprèiza,surprise,sorpresa,https://www.patoisvda.org/asset/0000057720.mp3
séziye,cerisier,ciliegio,https://www.patoisvda.org/asset/0000054343.mp3
tabaque,tabac,tabacco,https://www.patoisvda.org/asset/0000057724.mp3
tabla,table,tavolo,https://www.patoisvda.org/asset/0000057726.mp3
tabló,tableau noir,lavagna,https://www.patoisvda.org/asset/0000057730.mp3
tailleuza,couturière,sarta,https://www.patoisvda.org/asset/0000054806.mp3
talón,talon,tallone,https://www.patoisvda.org/asset/0000057738.mp3
tamisse,tamis,setaccio,https://www.patoisvda.org/asset/0000057740.mp3
tampéta,tempête,tempesta,https://www.patoisvda.org/asset/0000057762.mp3
tanta,tante,zia,https://www.patoisvda.org/asset/0000057742.mp3
tapisse,tapis,tappeto,https://www.patoisvda.org/asset/0000057744.mp3
tartifla,pomme de terre,patata,https://www.patoisvda.org/asset/0000057139.mp3
tassa,tasse,tazza,https://www.patoisvda.org/asset/0000057750.mp3
tatsà (tatsé),taché (tacher),macchiato (macchiare),https://www.patoisvda.org/asset/0000066114.mp3
tatse,tache,macchia,https://www.patoisvda.org/asset/0000057736.mp3
tatsé,tacher,macchiare,https://www.patoisvda.org/asset/0000066112.mp3
tayeur,couturier,sarto,https://www.patoisvda.org/asset/0000054804.mp3
tchachaou,chasseur,cacciatore,https://www.patoisvda.org/asset/0000054486.mp3
tcheuvra,chèvre,capra,https://www.patoisvda.org/asset/0000054598.mp3
tchitchareun,petite cuillère,cucchiaino,https://www.patoisvda.org/asset/0000056960.mp3
tcholla,brique,mattone,https://www.patoisvda.org/asset/0000090194.mp3
tchouà (tchouére),tué (tuer),ucciso (uccidere),https://www.patoisvda.org/asset/0000066162.mp3
tchouére,tuer,uccidere,https://www.patoisvda.org/asset/0000066160.mp3
téatro,théâtre,teatro,https://www.patoisvda.org/asset/0000057792.mp3
téèn,tiroir,cassetto,https://www.patoisvda.org/asset/0000057805.mp3
tèissón,blaireau,tasso,https://www.patoisvda.org/asset/0000053590.mp3
téléfonà (téléfoné),téléphoné (téléphoner),telefonato (telefonare),https://www.patoisvda.org/asset/0000066120.mp3
téléfone,téléphone,telefono,https://www.patoisvda.org/asset/0000057756.mp3
téléfoné,téléphoner,telefonare,https://www.patoisvda.org/asset/0000066118.mp3
télévijón,télé (téléviseur),televisore,https://www.patoisvda.org/asset/0000057754.mp3
témouèn,témoin,testimone,https://www.patoisvda.org/asset/0000057758.mp3
températeura,température,temperatura,https://www.patoisvda.org/asset/0000057760.mp3
ten,temps,tempo,https://www.patoisvda.org/asset/0000057764.mp3
ten,temps,tempo,https://www.patoisvda.org/asset/0000057766.mp3
tenda,tente,tenda,https://www.patoisvda.org/asset/0000057772.mp3
tenì,tenir,tenere,https://www.patoisvda.org/asset/0000066122.mp3
tenì (tenì),tenu (tenir),tenuto (tenere),https://www.patoisvda.org/asset/0000066124.mp3
tentachón,tentation,tentazione,https://www.patoisvda.org/asset/0000057770.mp3
téra,terre,terra,https://www.patoisvda.org/asset/0000057780.mp3
terià (terié),tiré (tirer),tirato (tirare,https://www.patoisvda.org/asset/0000066127.mp3
terié,tirer,tirare,https://www.patoisvda.org/asset/0000066125.mp3
termo,échéance,scadenza,https://www.patoisvda.org/asset/0000055386.mp3
termomètre,thermomètre,termometro,https://www.patoisvda.org/asset/0000090304.mp3
terrèn,terrain,terreno,https://www.patoisvda.org/asset/0000057774.mp3
terreur,terreur,terrore,https://www.patoisvda.org/asset/0000057781.mp3
testemèn,testament,testamento,https://www.patoisvda.org/asset/0000057783.mp3
testo,texte,testo,https://www.patoisvda.org/asset/0000057788.mp3
teteun,pis,mammella (animale),https://www.patoisvda.org/asset/0000090302.mp3
tette,toit,tetto,https://www.patoisvda.org/asset/0000057811.mp3
teumbro,timbre,bollo,https://www.patoisvda.org/asset/0000057799.mp3
teuppe,noir,buio,https://www.patoisvda.org/asset/0000056545.mp3
teuppe,sombre,buio,https://www.patoisvda.org/asset/0000058191.mp3
tabaque,tabac,tabacco,https://www.patoisvda.org/asset/0000057724.mp3
tabla,table,tavolo,https://www.patoisvda.org/asset/0000057726.mp3
tabló,tableau noir,lavagna,https://www.patoisvda.org/asset/0000057730.mp3
tailleuza,couturière,sarta,https://www.patoisvda.org/asset/0000054806.mp3
talón,talon,tallone,https://www.patoisvda.org/asset/0000057738.mp3
tamisse,tamis,setaccio,https://www.patoisvda.org/asset/0000057740.mp3
tampéta,tempête,tempesta,https://www.patoisvda.org/asset/0000057762.mp3
tanta,tante,zia,https://www.patoisvda.org/asset/0000057742.mp3
tapisse,tapis,tappeto,https://www.patoisvda.org/asset/0000057744.mp3
tartifla,pomme de terre,patata,https://www.patoisvda.org/asset/0000057139.mp3
tassa,tasse,tazza,https://www.patoisvda.org/asset/0000057750.mp3
tatsà (tatsé),taché (tacher),macchiato (macchiare),https://www.patoisvda.org/asset/0000066114.mp3
tatse,tache,macchia,https://www.patoisvda.org/asset/0000057736.mp3
tatsé,tacher,macchiare,https://www.patoisvda.org/asset/0000066112.mp3
tayeur,couturier,sarto,https://www.patoisvda.org/asset/0000054804.mp3
tchachaou,chasseur,cacciatore,https://www.patoisvda.org/asset/0000054486.mp3
tcheuvra,chèvre,capra,https://www.patoisvda.org/asset/0000054598.mp3
tchitchareun,petite cuillère,cucchiaino,https://www.patoisvda.org/asset/0000056960.mp3
tcholla,brique,mattone,https://www.patoisvda.org/asset/0000090194.mp3
tchouà (tchouére),tué (tuer),ucciso (uccidere),https://www.patoisvda.org/asset/0000066162.mp3
tchouére,tuer,uccidere,https://www.patoisvda.org/asset/0000066160.mp3
téatro,théâtre,teatro,https://www.patoisvda.org/asset/0000057792.mp3
téèn,tiroir,cassetto,https://www.patoisvda.org/asset/0000057805.mp3
tèissón,blaireau,tasso,https://www.patoisvda.org/asset/0000053590.mp3
téléfonà (téléfoné),téléphoné (téléphoner),telefonato (telefonare),https://www.patoisvda.org/asset/0000066120.mp3
téléfone,téléphone,telefono,https://www.patoisvda.org/asset/0000057756.mp3
téléfoné,téléphoner,telefonare,https://www.patoisvda.org/asset/0000066118.mp3
télévijón,télé (téléviseur),televisore,https://www.patoisvda.org/asset/0000057754.mp3
témouèn,témoin,testimone,https://www.patoisvda.org/asset/0000057758.mp3
températeura,température,temperatura,https://www.patoisvda.org/asset/0000057760.mp3
ten,temps,tempo,https://www.patoisvda.org/asset/0000057764.mp3
ten,temps,tempo,https://www.patoisvda.org/asset/0000057766.mp3
tenda,tente,tenda,https://www.patoisvda.org/asset/0000057772.mp3
tenì,tenir,tenere,https://www.patoisvda.org/asset/0000066122.mp3
tenì (tenì),tenu (tenir),tenuto (tenere),https://www.patoisvda.org/asset/0000066124.mp3
tentachón,tentation,tentazione,https://www.patoisvda.org/asset/0000057770.mp3
téra,terre,terra,https://www.patoisvda.org/asset/0000057780.mp3
terià (terié),tiré (tirer),tirato (tirare,https://www.patoisvda.org/asset/0000066127.mp3
terié,tirer,tirare,https://www.patoisvda.org/asset/0000066125.mp3
termo,échéance,scadenza,https://www.patoisvda.org/asset/0000055386.mp3
termomètre,thermomètre,termometro,https://www.patoisvda.org/asset/0000090304.mp3
terrèn,terrain,terreno,https://www.patoisvda.org/asset/0000057774.mp3
terreur,terreur,terrore,https://www.patoisvda.org/asset/0000057781.mp3
testemèn,testament,testamento,https://www.patoisvda.org/asset/0000057783.mp3
testo,texte,testo,https://www.patoisvda.org/asset/0000057788.mp3
teteun,pis,mammella (animale),https://www.patoisvda.org/asset/0000090302.mp3
tette,toit,tetto,https://www.patoisvda.org/asset/0000057811.mp3
teumbro,timbre,bollo,https://www.patoisvda.org/asset/0000057799.mp3
teuppe,noir,buio,https://www.patoisvda.org/asset/0000056545.mp3
teuppe,sombre,buio,https://www.patoisvda.org/asset/0000058191.mp3
ti,thé,tè,https://www.patoisvda.org/asset/0000057790.mp3
tipo,type,tipo,https://www.patoisvda.org/asset/0000057902.mp3
tirabochón,tire-bouchon,cavatappi,https://www.patoisvda.org/asset/0000057803.mp3
tita,tête,testa,https://www.patoisvda.org/asset/0000057785.mp3
titre,titre,titolo,https://www.patoisvda.org/asset/0000057807.mp3
tomata,tomate,pomodoro,https://www.patoisvda.org/asset/0000057815.mp3
tombeun,bouche d'égout,tombino,https://www.patoisvda.org/asset/0000053688.mp3
ton,ton,tono,https://www.patoisvda.org/asset/0000057817.mp3
ton,thon,tonno,https://www.patoisvda.org/asset/0000057798.mp3
topèn,couvercle,coperchio,https://www.patoisvda.org/asset/0000054808.mp3
toppà (toppé),couvert (couvrir),coperto (coprire),https://www.patoisvda.org/asset/0000065583.mp3
toppé,couvrir,coprire,https://www.patoisvda.org/asset/0000065581.mp3
tor,tort,torto,https://www.patoisvda.org/asset/0000057833.mp3
tor,tour,giro,https://www.patoisvda.org/asset/0000057838.mp3
tor,tour,torre,https://www.patoisvda.org/asset/0000057840.mp3
tor,tour,turno,https://www.patoisvda.org/asset/0000057842.mp3
tornavisse,tournevis,cacciavite,https://www.patoisvda.org/asset/0000057844.mp3
torón,torrent,torrente,https://www.patoisvda.org/asset/0000057827.mp3
torse,tordu,storto,https://www.patoisvda.org/asset/0000058441.mp3
tosse,toux,tosse,https://www.patoisvda.org/asset/0000057846.mp3
total,total,totale,https://www.patoisvda.org/asset/0000057834.mp3
totsà (totsé),touché (toucher),toccato (toccare),https://www.patoisvda.org/asset/0000066135.mp3
totsé,toucher,toccare,https://www.patoisvda.org/asset/0000066133.mp3
toutà (touté),enlevé (enlever),tolto (togliere),https://www.patoisvda.org/asset/0000065661.mp3
touté,enlever,togliere,https://www.patoisvda.org/asset/0000065659.mp3
tra,poutre,trave,https://www.patoisvda.org/asset/0000057197.mp3
trabetset,piège,trappola,https://www.patoisvda.org/asset/0000056980.mp3
tracasse,tracas,preoccupazione,https://www.patoisvda.org/asset/0000057848.mp3
tradechón,tradition,tradizione,https://www.patoisvda.org/asset/0000057852.mp3
tradouì (tradouire),traduit (traduire),tradotto (tradurre),https://www.patoisvda.org/asset/0000066141.mp3
tradouire,traduire,tradurre,https://www.patoisvda.org/asset/0000066139.mp3
trampo,boiteux,zoppo,https://www.patoisvda.org/asset/0000058527.mp3
transmettre,transmettre,trasmettere,https://www.patoisvda.org/asset/0000066145.mp3
transmì (transmettre),transmis (transmettre),trasmesso (trasmettere),https://www.patoisvda.org/asset/0000066147.mp3
trapaneuza,perceuse (électrique),trapano,https://www.patoisvda.org/asset/0000056935.mp3
trateur,tracteur,trattore,https://www.patoisvda.org/asset/0000057850.mp3
travaillà (travaillé),travaillé (travailler),lavorato (lavorare),https://www.patoisvda.org/asset/0000066150.mp3
travaille,travail,lavoro,https://www.patoisvda.org/asset/0000057862.mp3
travaillé,travailler,lavorare,https://www.patoisvda.org/asset/0000066148.mp3
travayeur,travailleur,lavoratore,https://www.patoisvda.org/asset/0000057864.mp3
tremblà (tremblé),tremblé (trembler),tremato (tremare),https://www.patoisvda.org/asset/0000066153.mp3
tremblé,trembler,tremare,https://www.patoisvda.org/asset/0000066151.mp3
tren,train,treno,https://www.patoisvda.org/asset/0000057854.mp3
tresse,tresse,treccia,https://www.patoisvda.org/asset/0000057868.mp3
trézor,trésor,tesoro,https://www.patoisvda.org/asset/0000057866.mp3
tribunal,tribunal,tribunale,https://www.patoisvda.org/asset/0000057870.mp3
triquèize,tenaille,tenaglia,https://www.patoisvda.org/asset/0000057768.mp3
tristesse,tristesse,tristezza,https://www.patoisvda.org/asset/0000057872.mp3
tristo,triste,triste,https://www.patoisvda.org/asset/0000058509.mp3
trompetta,trompette,tromba,https://www.patoisvda.org/asset/0000057876.mp3
umeur,humeur,umore,https://www.patoisvda.org/asset/0000090236.mp3
univer,univers,universo,https://www.patoisvda.org/asset/0000057904.mp3
université,université,università,https://www.patoisvda.org/asset/0000057906.mp3
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
umeur,humeur,umore,https://www.patoisvda.org/asset/0000090236.mp3
univer,univers,universo,https://www.patoisvda.org/asset/0000057904.mp3
université,université,università,https://www.patoisvda.org/asset/0000057906.mp3
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
université,,,
vacanse,vacances,vacanza,https://www.patoisvda.org/asset/0000057910.mp3
vaga,vague,onda,https://www.patoisvda.org/asset/0000090308.mp3
vagnà (vagné),semé (semer),seminato (seminare),https://www.patoisvda.org/asset/0000066083.mp3
vagné,semer (à la volée),seminare,https://www.patoisvda.org/asset/0000066081.mp3
vagón,wagon,vagone,https://www.patoisvda.org/asset/0000090320.mp3
Val d'Ousta,Vallée d'Aoste,Valle d'Aosta,https://www.patoisvda.org/asset/0000057922.mp3
valeur,valeur,valore,https://www.patoisvda.org/asset/0000057916.mp3
valiza,valise,valigia,https://www.patoisvda.org/asset/0000057918.mp3
vapeur,vapeur,vapore,https://www.patoisvda.org/asset/0000057924.mp3
vardà (vardé),gardé (garder),tenuto (tenere),https://www.patoisvda.org/asset/0000065703.mp3
